block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent
108,0,1.8143193820000014,2,20,0.4375,False
103,1,1.648681389,2,20,0.3333333333333333,False
118,2,1.3249813190000004,2,17,0.3229166666666667,False
109,3,1.3137430920000002,2,20,0.65625,False
111,4,0.8564349219999999,2,16,0.5,False
119,5,0.8467475610000003,2,15,0.2916666666666667,False
114,6,0.8101302120000002,2,16,0.3854166666666667,False
115,6,0.661715769,2,15,0.375,False
9,7,0.5263525680000001,2,13,0.59375,False
63,8,0.49505873400000006,2,11,0.78125,False
107,9,0.38581959700000007,2,13,0.2916666666666667,False
110,10,0.33714585799999996,2,10,0.21875,False
128,11,0.29765005899999997,1,8,0.16666666666666666,False
113,12,0.222333596,1,7,0.16666666666666666,False
133,13,0.177228256,1,6,0.15625,False
112,14,0.155893032,1,5,0.07291666666666667,False
143,15,0.150385524,1,5,0.07291666666666667,False
2,16,0.12693380799999998,2,7,0.16666666666666666,False
127,17,0.07650598,1,4,0.09375,False
121,18,0.062687788,1,4,0.11458333333333333,False
136,19,0.060447785999999996,1,4,0.0625,False
147,20,0.051713831999999994,1,3,0.03125,False
125,21,0.045827222,1,3,0.041666666666666664,False
130,22,0.042035036,1,3,0.07291666666666667,False
152,23,0.041280065799999995,1,3,0.03125,False
124,24,0.036651876,1,3,0.03125,False
148,25,0.034322448,1,3,0.041666666666666664,False
11,26,0.029737838000000003,1,3,0.11458333333333333,False
157,27,0.023086411,1,2,0.020833333333333332,False
156,28,0.021001752000000002,1,2,0.020833333333333332,False
154,29,0.020643784999999998,1,2,0.020833333333333332,False
126,30,0.01603632,1,2,0.020833333333333332,False
150,31,0.015051748,1,2,0.020833333333333332,False
135,32,0.014126450999999998,1,2,0.020833333333333332,False
123,33,0.01339525,1,2,0.020833333333333332,False
151,34,0.0128122869,1,2,0.020833333333333332,False
46,35,0.011807816999999998,1,2,0.08333333333333333,False
134,36,0.010865128000000002,1,2,0.041666666666666664,False
141,37,0.010685031000000001,1,2,0.03125,False
138,37,0.010685031000000001,1,2,0.03125,False
137,37,0.010685031000000001,1,2,0.03125,False
45,38,0.009981829099999999,1,2,0.9583333333333334,False
122,39,0.009528508,1,2,0.10416666666666667,False
132,40,0.008727338,1,2,0.07291666666666667,False
117,41,0.007662515000000001,1,2,0.08333333333333333,False
155,42,0,0,0,0.020833333333333332,True
153,43,0,0,0,0.041666666666666664,True
149,31,0,0,0,0.020833333333333332,True
146,44,0,0,0,0.08333333333333333,True
145,45,0,0,0,0.08333333333333333,True
144,45,0,0,0,0.08333333333333333,True
142,37,0,0,0,0.020833333333333332,True
140,37,0,0,0,0.020833333333333332,True
139,37,0,0,0,0.020833333333333332,True
131,46,0,0,0,0.0625,True
129,47,0,0,0,0.03125,True
120,48,0,0,0,0.020833333333333332,True
116,49,0,0,0,0.09375,True
106,50,0,0,0,1,True
105,50,0,0,0,1,True
104,50,0,0,0,1,True
102,50,0,0,0,0.9895833333333334,True
101,50,0,0,0,1,True
100,50,0,0,0,1,True
99,50,0,0,0,1,True
98,50,0,0,0,1,True
97,50,0,0,0,1,True
96,50,0,0,0,1,True
95,50,0,0,0,1,True
94,50,0,0,0,1,True
93,50,0,0,0,1,True
92,50,0,0,0,1,True
91,50,0,0,0,1,True
90,50,0,0,0,1,True
89,50,0,0,0,1,True
88,50,0,0,0,1,True
87,51,0,0,0,1,True
86,51,0,0,0,1,True
85,51,0,0,0,1,True
84,51,0,0,0,1,True
83,51,0,0,0,1,True
82,51,0,0,0,1,True
81,51,0,0,0,1,True
80,51,0,0,0,1,True
79,51,0,0,0,1,True
78,51,0,0,0,1,True
77,51,0,0,0,1,True
76,51,0,0,0,1,True
75,51,0,0,0,1,True
74,51,0,0,0,1,True
73,51,0,0,0,1,True
72,51,0,0,0,1,True
71,51,0,0,0,1,True
70,51,0,0,0,1,True
69,51,0,0,0,1,True
68,51,0,0,0,1,True
67,51,0,0,0,1,True
66,51,0,0,0,1,True
65,51,0,0,0,1,True
64,51,0,0,0,1,True
62,51,0,0,0,1,True
61,51,0,0,0,1,True
60,51,0,0,0,1,True
59,51,0,0,0,1,True
58,51,0,0,0,1,True
57,51,0,0,0,1,True
56,52,0,0,0,1,True
55,52,0,0,0,1,True
54,52,0,0,0,1,True
53,52,0,0,0,1,True
52,52,0,0,0,1,True
51,52,0,0,0,1,True
50,52,0,0,0,1,True
49,52,0,0,0,1,True
48,52,0,0,0,1,True
47,52,0,0,0,1,True
44,53,0,0,0,1,True
43,53,0,0,0,1,True
42,53,0,0,0,1,True
41,53,0,0,0,1,True
40,53,0,0,0,1,True
39,53,0,0,0,1,True
38,53,0,0,0,1,True
37,53,0,0,0,1,True
36,53,0,0,0,1,True
35,53,0,0,0,1,True
34,53,0,0,0,1,True
33,53,0,0,0,1,True
32,53,0,0,0,1,True
31,53,0,0,0,1,True
30,53,0,0,0,1,True
29,53,0,0,0,1,True
28,54,0,0,0,1,True
27,54,0,0,0,0.9895833333333334,True
26,54,0,0,0,1,True
25,54,0,0,0,1,True
24,54,0,0,0,1,True
23,54,0,0,0,1,True
22,54,0,0,0,1,True
21,54,0,0,0,1,True
20,54,0,0,0,1,True
19,54,0,0,0,1,True
18,54,0,0,0,1,True
17,54,0,0,0,1,True
16,54,0,0,0,1,True
15,54,0,0,0,1,True
14,54,0,0,0,1,True
13,54,0,0,0,1,True
12,54,0,0,0,0.9895833333333334,True
10,54,0,0,0,1,True
8,54,0,0,0,1,True
7,54,0,0,0,1,True
6,54,0,0,0,1,True
5,50,0,0,0,1,True
4,50,0,0,0,1,True
3,50,0,0,0,1,True
1,50,0,0,0,1,True
